Description;Date;AcademicYear;Status;Category;StudentCode;Sex;;Age;Continent;CivilStatus;Scholarship;ScholarshipCategory;ScholarshipAmount;Scholarship;HowYouKnew;Chosen
Registration Started;2015;2015;Master;MBInf;889;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;890;0;;23;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2015;2015;Master;MBE;891;0;;23;Africa;0;0;3; -   ;Type1;Brochure;Yes
Registration Started;2014;2014;Diploma;Summer MBA;892;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;893;1;;23;Europe;0;0;3; -   ;N/A;Academic staff;Yes
Registration Started;2015;2015;Diploma;Summer MBA;894;1;;23;Europe;0;0;3; -   ;N/A;Academic staff;Yes
First criteria not met;2015;2015;Diploma;Summer MSCS;895;1;;23;Europe;0;0;3; -   ;N/A;Academic staff;No
First criteria not met;2015;2015;Master;MBE;896;0;;32;Europe;1;1;3; 8.900,00 ;N/A;Academic staff;No
Registration Started;2015;2015;Master;MBE;897;0;;23;Europe;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Erasmus;Erasmus MBA;898;0;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;899;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;900;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Acception notified;2015;2015;Bachelor;BBA;901;0;;18;Asia;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2015;Diploma;Summer MBA;902;0;;27;Europe;0;0;3; 11.400,00 ;N/A;Website;No
Registration Started;2015;2015;Master;MBE;903;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Acception notified;2014;2015;Diploma;Summer MSCS;904;0;;27;Africa;0;0;3; -   ;N/A;Brochure;No
First criteria not met;2015;2015;Diploma;Summer MSCS;905;0;;27;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MSCS;906;1;;27;Africa;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBE;907;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MSCS;908;1;;27;Africa;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBA;909;0;;23;Europe;0;0;3; -   ;N/A;Family Academic staff;Yes
Registration Started;2015;2015;Master;MBA;910;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Acception notified;2015;2015;Bachelor;BBA;911;0;;18;Europe;0;0;3; -   ;N/A;Scholarship;No
First criteria not met;2014;2014;Diploma;Summer MBA;912;0;;32;Africa;1;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBA;913;1;;23;Europe;0;0;3; 2.260,00 ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;914;0;;23;Europe;0;0;3; -   ;N/A;Other;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;915;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Diploma;Summer MBA;916;0;;27;Africa;0;0;3; 21.400,00 ;N/A;Google;No
First criteria not met;2014;2014;Master;MFE;917;1;;37;North America;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBA;918;1;;23;Europe;0;0;3; -   ;N/A;Scholarship;Yes
Registration Started;2015;2015;Master;MFA;919;1;;23;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
Registration Started;2015;2015;Bachelor;BBA;920;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Acception notified;2014;2015;Bachelor;BBA;921;1;;18;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MBA;922;0;;32;Asia;0;1;1; 10.000,00 ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;923;0;;23;Europe;0;0;3; -   ;Type1;Website;Yes
First criteria not met;2014;2014;Master;MBE;924;0;;37;Africa;1;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBE;925;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;926;1;;23;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;927;0;;27;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBE;928;1;;23;Europe;0;0;3; -   ;Type1;N/A;Yes
Registration Started;2015;2015;Master;MBE;929;0;;23;Europe;0;0;3; -   ;Type1;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;930;1;;27;Africa;0;0;0; -   ;N/A;Social media;No
Registration Started;2015;2015;Master;MBA;931;1;;23;Europe;0;0;3; -   ;Type1;Scholarship;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;932;0;;27;North America;0;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2015;2015;Master;ME;933;1;;23;Europe;0;0;3; -   ;Type1;Academic staff;Yes
Registration Started;2015;2014;Master;MSCS;934;1;;23;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;935;0;;18;Europe;0;0;3; 6.400,00 ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;936;0;;27;Europe;0;0;0; -   ;N/A;Scholarship;No
Registration Started;2015;2014;Diploma;Summer MSCS;937;0;;23;Africa;0;0;0; -   ;N/A;Social media;Yes
First criteria not met;2014;2014;Master;ME;938;0;;27;Africa;1;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Bachelor;BBA;939;1;;23;Africa;0;0;0; -   ;N/A;Social media;Yes
First criteria not met;2014;2015;Bachelor;BBA;940;0;;18;Europe;0;0;3; -   ;N/A;Third part website;No
First criteria not met;2015;2015;Bachelor;BBA;941;1;;18;Africa;0;0;3; 2.400,00 ;N/A;Other;No
Acception notified;2014;2014;Master;MFA;942;0;;27;North America;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;BIS;943;0;;23;Latin America;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Master;MBA;944;1;;27;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBA;945;1;;23;Europe;0;0;0; -   ;N/A;Third part website;Yes
First criteria not met;2014;2014;Master;MBA;946;1;;23;Europe;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2014;2014;Master;ME;947;1;;32;Latin America;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;948;1;;18;Latin America;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MFA;949;1;;27;Africa;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Bachelor;BBA;950;0;;18;Europe;0;0;3; -   ;N/A;Scholarship;No
Registration Started;2014;2014;Master;MBA;951;0;;23;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;952;0;;23;Africa;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBE;953;0;;23;Asia;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MFA;954;1;;27;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;955;1;;23;North America;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;956;1;;23;Africa;0;0;0; -   ;N/A;Social media;Yes
Registration Started;2014;2014;Master;MSCS;957;1;;23;Europe;0;0;0; -   ;N/A;Employer;Yes
Registration Started;2014;2014;Master;MBInf;958;1;;23;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBInf;959;1;;37;North America;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Erasmus;Erasmus MBA;960;1;;37;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2014;Bachelor;BBA;961;0;;27;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MFA;962;1;;27;Latin America;0;0;3; -   ;N/A;Online study portal;No
Registration Started;2014;2014;Diploma;Summer MSCS;963;0;;23;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Master;MBE;964;1;;23;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Acception notified;2014;2014;Master;MSCS;965;0;;27;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MBA;966;0;;23;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;967;1;;23;Asia;0;0;0; -   ;N/A;Scholarship;Yes
Registration Started;2014;2014;Master;MBE;968;0;;23;Asia;0;0;0; -   ;N/A;Family Academic staff;Yes
Registration Started;2014;2014;Diploma;Summer MBA;969;0;;23;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBE;970;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MFA;971;1;;23;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;972;1;;38;Asia;1;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Bachelor;BBA;973;1;;23;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MBA;974;1;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;975;1;;38;Africa;0;0;0; -   ;N/A;Online study portal;No
Registration Started;2014;2014;Erasmus;Erasmus MBA;976;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBE;977;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;978;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2015;2015;Bachelor;BBA;979;0;;18;Africa;3;0;3; -   ;Type1;Other;No
Registration Started;2014;2014;Master;MFA;980;0;;23;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Bachelor;BBA;981;1;;23;Europe;0;0;0; -   ;N/A;Online study portal;Yes
Registration Started;2014;2014;Master;MBA;982;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;983;1;;23;Europe;0;0;0; -   ;N/A;Third part website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;984;1;;23;Latin America;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;985;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;986;1;;18;Europe;0;0;3; -   ;N/A;Other;No
First criteria not met;2014;2014;Master;MBE;987;0;;27;Africa;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Master;MSCS;988;1;;23;Africa;0;0;0; -   ;N/A;Third part website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;989;1;;23;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;990;0;;23;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBE;991;0;;27;Africa;1;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBE;992;0;;39;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2015;2015;Bachelor;BBA;993;0;;18;Africa;0;0;3; 21.400,00 ;Type1;Website;No
First criteria not met;2014;2014;Erasmus;Erasmus MBA;994;0;;27;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;995;1;;27;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;996;0;;27;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2015;Master;MFA;997;0;;23;Europe;0;1;3; -   ;N/A;Family Academic staff;No
First criteria not met;2015;2015;Bachelor;BBA;998;0;;18;Europe;0;0;3; 6.400,00 ;N/A;Website;No
First criteria not met;2014;2015;Master;MFA;999;1;;23;Latin America;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Bachelor;BBA;1000;1;;18;Latin America;0;0;3; -   ;Type1;Website;No
Acception notified;2014;2014;Master;MBA;1001;0;;27;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1002;1;;27;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2015;Bachelor;BBA;1003;0;;23;Asia;0;0;3; 11.400,00 ;N/A;Family Academic staff;No
Acception notified;2015;2015;Master;MBE;1004;0;;23;Europe;0;0;3; -   ;Type1;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1005;1;;18;Europe;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Master;MBE;1006;0;;23;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MBA;1007;1;;27;Africa;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MFA;1008;1;;23;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MSCS;1009;1;;23;Europe;0;0;3; -   ;N/A;Google;No
Registration Started;2015;2015;Diploma;Summer MSCS;1010;0;;28;Africa;0;0;3; -   ;N/A;Student Alumnus;Yes
First criteria not met;2015;2015;Master;MFA;1011;0;;23;Africa;0;0;3; 16.400,00 ;N/A;Website;No
Acception notified;2014;2015;Master;MBE;1012;0;;23;Europe;0;0;3; -   ;N/A;Other;No
First criteria not met;2014;2015;Master;MBInf;1013;0;;23;Africa;0;0;3; 41.400,00 ;N/A;Student Alumnus;No
Acception notified;2015;2015;Bachelor;BBA;1014;1;;18;Europe;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Master;MBInf;1015;0;;23;Africa;0;0;3; 51.400,00 ;N/A;Website;No
Acception notified;2015;2015;Master;MSCS;1016;1;;23;Africa;0;0;3; -   ;Type1;Website;No
First criteria not met;2014;2015;Bachelor;BBA;1017;1;;18;Africa;0;0;3; 4.400,00 ;N/A;Website;No
Acception notified;2015;2015;Master;MFA;1018;1;;23;Europe;0;0;3; -   ;N/A;Website;No
Registration Started;2014;2015;Bachelor;BBA;1019;1;;18;Asia;0;0;3; -   ;Type1;Student Alumnus;No
Acception notified;2014;2014;Bachelor;BBA;1020;0;;32;Africa;0;0;0; -   ;N/A;Academic staff;No
Registration Started;2014;2014;Master;MBE;1021;1;;32;Africa;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2015;Master;MFA;1022;1;;23;Europe;0;0;3; -   ;N/A;Other;No
Registered second time;2015;2015;Diploma;Summer MBA;1023;0;;28;Africa;0;0;3; 21.400,00 ;Type1;Brochure;Yes
First criteria not met;2015;2015;Master;MFA;1024;1;;23;Europe;0;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Bachelor;BBA;1025;1;;23;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;1026;0;;23;Europe;1;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MBInf;1027;0;;23;Africa;0;0;3; -   ;N/A;Website;No
Registered second time;2015;2015;Diploma;Summer MSCS;1028;0;;28;Africa;1;0;1; 3.200,00 ;N/A;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;1029;0;;32;Africa;1;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1030;1;;18;Europe;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Diploma;Summer MSCS;1031;1;;28;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MBInf;1032;1;;23;Africa;0;0;3; 16.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MSCS;1033;0;;23;Africa;0;0;3; 16.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MBA;1034;0;;23;Europe;0;0;3; 16.400,00 ;N/A;Other;No
Acception notified;2015;2015;Bachelor;BBA;1035;1;;18;Latin America;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Master;MBE;1036;1;;23;Europe;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2015;Bachelor;BBA;1037;1;;18;Asia;0;0;3; -   ;Type1;Other;No
Acception notified;2014;2014;Erasmus;Erasmus MBA;1038;0;;28;Africa;0;0;0; -   ;N/A;Academic staff;No
First criteria not met;2014;2015;Master;MBA;1039;1;;23;Africa;0;0;3; 51.400,00 ;N/A;Website;No
Registration Started;2014;2014;Master;MBE;1040;1;;28;Europe;0;1;1; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Master;MBE;1041;0;;23;Africa;0;0;3; 16.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MSCS;1042;1;;23;Europe;0;0;3; -   ;N/A;Student Alumnus;No
Registration Started;2014;2015;Bachelor;BBA;1043;0;;28;Africa;0;0;3; -   ;Type1;Website;Yes
First criteria not met;2015;2015;Master;MBInf;1044;0;;23;Africa;0;0;3; 26.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MBA;1045;0;;23;Africa;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MBA;1046;0;;23;Europe;0;0;3; 2.200,00 ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MSCS;1047;0;;23;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1048;1;;23;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1049;1;;23;Africa;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1050;1;;32;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MBA;1051;1;;23;Africa;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Diploma;Summer MBA;1052;1;;23;Europe;0;0;3; -   ;N/A;Academic staff;No
First criteria not met;2015;2015;Bachelor;BBA;1053;0;;18;Asia;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Bachelor;BBA;1054;1;;23;Asia;0;0;3; 11.400,00 ;N/A;Other;No
First criteria not met;2015;2015;Bachelor;BBA;1055;0;;23;Africa;0;0;3; 6.400,00 ;N/A;Radio;No
Registration Started;2014;2015;Bachelor;BBA;1056;0;;28;Africa;3;0;3; 6.400,00 ;Type1;Website;Yes
First criteria not met;2015;2015;Master;MBE;1057;0;;23;Europe;0;0;3; -   ;N/A;Other;No
Registration Started;2014;2014;Diploma;Summer MBA;1058;1;;23;Europe;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1059;1;;23;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;1060;0;;23;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2015;Diploma;Summer MBA;1061;1;;28;North America;0;0;3; 19.400,00 ;N/A;Other;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;1062;1;;23;Africa;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Diploma;Summer MSCS;1063;1;;23;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2014;Master;MFA;1064;1;;23;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2015;Bachelor;BBA;1065;1;;28;Africa;0;0;3; 15.400,00 ;N/A;Website;No
Acception notified;2014;2014;Master;MFA;1066;0;;23;Asia;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2015;Diploma;Summer MSCS;1067;1;;28;Europe;0;0;3; 27.400,00 ;N/A;Website;Yes
Acception notified;2014;2014;Master;MFA;1068;1;;23;Europe;0;0;0; -   ;N/A;Family Academic staff;No
First criteria not met;2014;2015;Bachelor;BBA;1069;1;;18;Europe;0;0;3; 11.400,00 ;N/A;Third part website;No
Registration Started;2014;2014;Master;MFA;1070;0;;28;Latin America;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2015;Bachelor;BBA;1071;1;;18;Latin America;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Diploma;Summer MSCS;1072;1;;28;North America;0;0;1; 3.200,00 ;N/A;Website;Yes
Acception notified;2014;2015;Bachelor;BBA;1073;1;;18;Africa;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MBInf;1074;1;;23;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1075;1;;18;Europe;0;0;3; -   ;Type1;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;1076;1;;28;Asia;0;0;3; 16.400,00 ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1077;0;;28;Africa;1;0;3; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBE;1078;1;;23;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBE;1079;0;;28;Africa;0;0;3; -   ;Type1;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;1080;1;;33;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
First criteria not met;2015;2015;Bachelor;BBA;1081;1;;18;Africa;0;0;3; 11.400,00 ;N/A;Other;No
Registration Started;2015;2015;Diploma;Summer MSCS;1082;0;;33;Europe;2;0;3; -   ;N/A;Website;Yes
Acception notified;2014;2014;Master;MBInf;1083;0;;23;Africa;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Master;MFE;1084;0;;28;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
First criteria not met;2014;2014;Bachelor;BBA;1085;0;;23;Latin America;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;1086;0;;23;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2015;2015;Bachelor;BBA;1087;1;;18;Europe;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Diploma;Summer MSCS;1088;1;;33;Oceania;1;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Bachelor;BBA;1089;1;;18;Europe;0;0;3; -   ;N/A;Academic staff;No
First criteria not met;2015;2015;Master;ME;1090;1;;28;Africa;0;0;3; 14.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;ME;1091;1;;28;Africa;0;0;3; 9.400,00 ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;1092;1;;33;Africa;1;0;0; -   ;N/A;Academic staff;Yes
Acception notified;2014;2014;Master;MBInf;1093;0;;23;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MBA;1094;0;;28;Africa;0;0;3; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1095;0;;23;Asia;0;0;0; -   ;N/A;Other;No
First criteria not met;2015;2015;Master;MBE;1096;1;;28;Europe;0;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2014;2014;Master;MBA;1097;0;;23;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Master;BIS;1098;0;;33;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1099;0;;23;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;1100;1;;23;Europe;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Master;MSCS;1101;0;;23;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MFA;1102;1;;28;North America;0;0;3; 16.400,00 ;N/A;Website;No
Acception notified;2014;2014;Master;MBE;1103;0;;23;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MBInf;1104;1;;23;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1105;1;;23;Europe;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2015;Bachelor;BBA;1106;0;;18;Latin America;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2014;Master;MFA;1107;1;;23;Asia;0;0;0; -   ;N/A;Third part website;No
Acception notified;2014;2014;Bachelor;BBA;1108;0;;23;Africa;1;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MFA;1109;1;;23;Africa;0;0;0; -   ;N/A;Other;No
Acception notified;2015;2015;Bachelor;BBA;1110;0;;18;Asia;0;0;3; -   ;Type1;Third part website;No
Acception notified;2014;2014;Bachelor;BBA;1111;0;;23;North America;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MFA;1112;1;;23;Africa;0;0;0; -   ;N/A;Family Academic staff;No
First criteria not met;2015;2015;Master;MFA;1113;1;;28;Africa;0;0;3; 14.400,00 ;Type1;Website;No
First criteria not met;2014;2014;Master;ME;1114;1;;23;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Master;MBA;1115;0;;23;Europe;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1116;0;;23;Europe;0;0;0; -   ;N/A;Academic staff;No
First criteria not met;2014;2014;Master;MBA;1117;0;;23;Europe;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1118;0;;23;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MSCS;1119;0;;28;Africa;3;1;1; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Bachelor;BBA;1120;1;;39;Europe;1;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Diploma;Summer MSCS;1121;1;;23;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MSCS;1122;1;;28;Africa;1;0;3; -   ;Type1;Website;No
Acception notified;2015;2014;Diploma;Summer MSCS;1123;0;;23;Africa;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2014;2014;Diploma;Summer MSCS;1124;0;;39;Europe;1;0;0; -   ;N/A;Academic staff;No
Registration Started;2014;2014;Master;MBInf;1125;0;;33;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Erasmus;Erasmus MBA;1126;0;;23;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1127;1;;23;Asia;0;0;0; -   ;N/A;Other;No
First criteria not met;2015;2015;Master;MFA;1128;1;;28;Africa;0;0;3; 9.400,00 ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1129;1;;23;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;1130;0;;28;Africa;0;0;3; -   ;N/A;Social media;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1131;0;;28;Latin America;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MSCS;1132;0;;24;Africa;1;0;3; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MFA;1133;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;1134;0;;24;Europe;0;0;3; 11.400,00 ;N/A;Website;Yes
Registered second time;2015;2015;Diploma;Summer MSCS;1135;1;;24;Africa;0;0;3; -   ;Type1;N/A;Yes
Registration Started;2015;2015;Erasmus;Erasmus MBA;1136;1;;28;Europe;0;0;3; 3.000,00 ;N/A;Website;No
First criteria not met;2014;2015;Diploma;Summer MSCS;1137;0;;28;Europe;0;0;3; 14.735,00 ;N/A;Website;No
First criteria not met;2015;2014;Diploma;Summer MSCS;1138;1;;39;Europe;1;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Master;ME;1139;0;;24;Europe;0;0;3; 2.600,00 ;N/A;Website;No
